,room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price
4586,7091481,37169245,Entire home/apt,Estrela,21,5.0,5,2.0,84.0
5080,7998779,40631231,Entire home/apt,Santa Maria Maior,21,5.0,6,2.0,87.0
6624,11673148,58994399,Entire home/apt,Campo de Ourique,21,5.0,4,2.0,231.0
7297,12802570,2736931,Entire home/apt,Arroios,21,5.0,4,2.0,115.0
7880,13478600,77155491,Entire home/apt,Santa Maria Maior,21,5.0,5,2.0,98.0
7928,13562980,36161241,Entire home/apt,Misericórdia,21,5.0,4,2.0,113.0
9811,15916114,96936587,Entire home/apt,Misericórdia,21,5.0,4,2.0,58.0
9982,16162282,56201244,Entire home/apt,Santa Maria Maior,21,5.0,5,2.0,208.0
10904,17302951,1029524,Entire home/apt,Misericórdia,21,5.0,7,2.0,98.0
2582,3607462,18179753,Entire home/apt,Santa Maria Maior,22,5.0,5,2.0,80.0
4762,7438144,4191034,Entire home/apt,Arroios,22,5.0,4,2.0,80.0
5812,9822619,2476571,Entire home/apt,São Vicente,22,5.0,6,2.0,83.0
6315,11098638,57638390,Entire home/apt,Carnide,22,5.0,6,2.0,58.0
7165,12508672,46064752,Entire home/apt,Misericórdia,22,5.0,7,2.0,74.0
8354,14033986,11924532,Entire home/apt,São Vicente,22,5.0,6,2.0,68.0
8903,14705127,91464804,Entire home/apt,Misericórdia,22,5.0,6,2.0,163.0
9410,15418921,98803790,Entire home/apt,São Vicente,22,5.0,6,2.0,115.0
9709,15786593,102115202,Entire home/apt,Alvalade,22,5.0,5,2.0,57.0
10331,16567069,13567546,Entire home/apt,Santa Maria Maior,22,5.0,6,2.0,113.0
10529,16841043,83774690,Entire home/apt,Misericórdia,22,5.0,4,2.0,113.0
313,428784,914126,Entire home/apt,Santa Maria Maior,23,5.0,5,2.0,138.0
2706,3805162,1416183,Entire home/apt,Santa Maria Maior,23,5.0,5,2.0,114.0
4391,6798691,23600466,Entire home/apt,Santa Maria Maior,23,5.0,4,2.0,75.0
4720,7347572,22809366,Entire home/apt,São Vicente,23,5.0,3,2.0,64.0
6570,11589912,61297178,Entire home/apt,Santa Maria Maior,23,5.0,6,2.0,109.0
6764,11848353,63139278,Entire home/apt,Misericórdia,23,5.0,6,2.0,173.0
7939,13573137,78279523,Entire home/apt,Misericórdia,23,5.0,4,2.0,138.0
8434,14117088,3953109,Entire home/apt,Santo António,23,5.0,4,2.0,104.0
8451,14126551,85190334,Entire home/apt,Ajuda,23,5.0,6,2.0,60.0
8576,14280770,7151799,Entire home/apt,Avenidas Novas,23,5.0,5,2.0,183.0
8937,14750674,22192546,Entire home/apt,Santa Maria Maior,23,5.0,6,2.0,133.0
9003,14847699,87295495,Entire home/apt,Santa Maria Maior,23,5.0,6,2.0,167.0
9246,15175086,62923627,Entire home/apt,Arroios,23,5.0,4,2.0,67.0
9376,15371226,70476977,Entire home/apt,Penha de França,23,5.0,4,2.0,69.0
9522,15535965,22370159,Entire home/apt,Santa Maria Maior,23,5.0,7,2.0,127.0
11199,17621603,3283094,Entire home/apt,Estrela,23,5.0,4,2.0,58.0
1963,2965623,14633439,Entire home/apt,Estrela,24,5.0,4,2.0,173.0
3699,5772492,13530121,Entire home/apt,Santa Maria Maior,24,5.0,4,2.0,69.0
5740,9666823,29472278,Entire home/apt,Parque das Nações,24,5.0,4,2.0,138.0
5905,10063096,23184873,Entire home/apt,Misericórdia,24,5.0,4,2.0,87.0
6026,10293333,29060016,Entire home/apt,São Vicente,24,5.0,7,2.0,75.0
7874,13468063,37298262,Entire home/apt,Belém,24,5.0,6,2.0,93.0
9312,15270087,29064494,Entire home/apt,Santa Maria Maior,24,5.0,5,2.0,109.0
9746,15825974,102464349,Entire home/apt,Misericórdia,24,5.0,4,2.0,56.0
9759,15839689,16844987,Entire home/apt,Alvalade,24,5.0,4,2.0,58.0
9794,15878491,43837861,Entire home/apt,Misericórdia,24,5.0,4,2.0,56.0
9941,16116517,105092331,Entire home/apt,Santa Maria Maior,24,5.0,3,2.0,75.0
10020,16228038,99532080,Entire home/apt,Santa Maria Maior,24,5.0,4,2.0,58.0
10267,16483778,76127721,Entire home/apt,Santa Maria Maior,24,5.0,5,2.0,67.0
10281,16511877,5691663,Entire home/apt,Santa Maria Maior,24,5.0,5,2.0,64.0
10572,16894734,2333633,Entire home/apt,Santa Maria Maior,24,5.0,4,2.0,40.0
399,505847,914126,Entire home/apt,Santa Maria Maior,25,5.0,5,2.0,127.0
6965,12144485,8276697,Entire home/apt,Misericórdia,25,5.0,3,2.0,98.0
7990,13637904,11935469,Entire home/apt,Santa Maria Maior,25,5.0,4,2.0,104.0
8420,14100732,1638805,Entire home/apt,Misericórdia,25,5.0,5,2.0,67.0
8592,14295595,87295495,Entire home/apt,Santa Maria Maior,25,5.0,6,2.0,156.0
10022,16233561,34342493,Entire home/apt,Misericórdia,25,5.0,4,2.0,90.0
777,867564,4562869,Entire home/apt,Estrela,26,5.0,5,2.0,102.0
1179,1411656,7610653,Entire home/apt,Santa Maria Maior,26,5.0,5,2.0,87.0
2404,3276619,6436795,Entire home/apt,Arroios,26,5.0,5,2.0,124.0
2626,3690214,18784346,Entire home/apt,Santa Maria Maior,26,5.0,4,2.0,191.0
4299,6654073,34827624,Entire home/apt,Santa Maria Maior,26,5.0,4,2.0,229.0
4820,7569828,39044678,Entire home/apt,Campo de Ourique,26,5.0,4,2.0,64.0
7786,13366692,3953109,Entire home/apt,Misericórdia,26,5.0,4,2.0,89.0
8729,14450717,58755802,Entire home/apt,Santo António,26,5.0,4,2.0,79.0
8966,14801051,3943351,Entire home/apt,Misericórdia,26,5.0,4,2.0,93.0
8983,14820001,34827624,Entire home/apt,Santa Maria Maior,26,5.0,4,2.0,138.0
9552,15565916,32747299,Entire home/apt,Alcântara,26,5.0,4,2.0,23.0
9703,15779662,727771,Entire home/apt,Santa Maria Maior,26,5.0,4,2.0,58.0
3615,5639484,6798815,Entire home/apt,Santa Maria Maior,27,5.0,6,2.0,127.0
5386,8730547,19502629,Entire home/apt,Estrela,27,5.0,4,2.0,67.0
7365,12889715,17256013,Entire home/apt,Santo António,27,5.0,5,2.0,115.0
8103,13763540,80713824,Entire home/apt,Penha de França,27,5.0,4,2.0,58.0
8841,14601126,5650205,Entire home/apt,Arroios,27,5.0,5,2.0,75.0
9591,15610481,92419857,Entire home/apt,Santa Maria Maior,27,5.0,4,2.0,75.0
10143,16344610,107015823,Entire home/apt,Misericórdia,27,5.0,5,2.0,138.0
10228,16439706,61058696,Entire home/apt,Misericórdia,27,5.0,4,2.0,79.0
10378,16646124,12476213,Entire home/apt,Misericórdia,27,5.0,5,2.0,75.0
10582,16904194,21501633,Entire home/apt,Alcântara,27,5.0,5,2.0,66.0
6139,10656072,55034544,Entire home/apt,Misericórdia,28,5.0,6,2.0,75.0
6735,11832084,63039532,Entire home/apt,Misericórdia,28,5.0,6,2.0,58.0
6875,12015201,13567546,Entire home/apt,Santa Maria Maior,28,5.0,6,2.0,113.0
7510,13042131,72137498,Entire home/apt,Estrela,28,5.0,4,2.0,75.0
9904,16070753,104700782,Entire home/apt,Misericórdia,28,5.0,5,2.0,90.0
7695,13261863,55672634,Entire home/apt,Santa Maria Maior,29,5.0,6,2.0,77.0
8545,14231525,86516003,Entire home/apt,Estrela,29,5.0,5,2.0,74.0
8753,14493134,36815814,Entire home/apt,Misericórdia,29,5.0,6,2.0,150.0
8880,14669250,31747537,Entire home/apt,Misericórdia,29,5.0,4,2.0,98.0
8905,14706733,87295495,Entire home/apt,Santa Maria Maior,29,5.0,6,2.0,167.0
9133,15024976,9312602,Entire home/apt,Misericórdia,29,5.0,5,2.0,80.0
4645,7240050,19503914,Entire home/apt,Parque das Nações,30,5.0,6,2.0,138.0
5404,8761316,5035525,Entire home/apt,Santa Maria Maior,30,5.0,6,2.0,144.0
6914,12064934,64636336,Entire home/apt,Santo António,30,5.0,4,2.0,69.0
7360,12883680,35787634,Entire home/apt,Estrela,30,5.0,4,2.0,61.0
8628,14330606,3953109,Entire home/apt,Santa Maria Maior,30,5.0,4,2.0,125.0
8693,14404911,88566773,Entire home/apt,Alcântara,30,5.0,6,2.0,57.0
8764,14500757,84627990,Entire home/apt,São Vicente,30,5.0,4,2.0,79.0
8914,14712017,91534275,Entire home/apt,Arroios,30,5.0,4,2.0,115.0
10263,16479025,8026998,Entire home/apt,Misericórdia,30,5.0,4,2.0,115.0
3777,5883731,727771,Entire home/apt,São Vicente,31,5.0,6,2.0,69.0
3781,5893886,22370159,Entire home/apt,Santo António,31,5.0,5,2.0,137.0
5163,8171619,9172776,Entire home/apt,Misericórdia,31,5.0,5,2.0,58.0
7561,13093290,63244098,Entire home/apt,Lumiar,31,5.0,5,2.0,65.0
8575,14277275,29064494,Entire home/apt,Santa Maria Maior,31,5.0,6,2.0,133.0
9170,15064818,95259071,Entire home/apt,São Vicente,31,5.0,4,2.0,58.0
139,199461,914126,Entire home/apt,Santa Maria Maior,32,5.0,4,2.0,109.0
941,1100687,6046508,Entire home/apt,Santo António,32,5.0,4,2.0,113.0
1006,1175357,2644971,Entire home/apt,Belém,32,5.0,3,2.0,55.0
2837,4007089,6402313,Entire home/apt,Santo António,32,5.0,2,2.0,64.0
3966,6185505,32083250,Entire home/apt,Santa Maria Maior,32,5.0,6,2.0,127.0
4034,6310891,32829522,Entire home/apt,Campo de Ourique,32,5.0,3,2.0,58.0
6569,11589264,23335585,Entire home/apt,Estrela,32,5.0,4,2.0,197.0
7113,12390823,15262500,Entire home/apt,Parque das Nações,32,5.0,6,2.0,79.0
7179,12537427,67924056,Entire home/apt,Estrela,32,5.0,4,2.0,64.0
7508,13041215,12492913,Entire home/apt,Arroios,32,5.0,4,2.0,69.0
6718,11815076,46207193,Entire home/apt,Arroios,33,5.0,6,2.0,79.0
8232,13899042,1312785,Entire home/apt,Misericórdia,33,5.0,4,2.0,98.0
695,787414,4150684,Entire home/apt,Santo António,34,5.0,6,2.0,138.0
1553,2130036,10772750,Entire home/apt,Ajuda,34,5.0,6,2.0,69.0
1563,2160595,11024959,Entire home/apt,Avenidas Novas,34,5.0,4,2.0,93.0
5897,10036886,34811121,Entire home/apt,São Vicente,34,5.0,4,2.0,69.0
7753,13332133,17071093,Entire home/apt,Santo António,34,5.0,8,2.0,133.0
8294,13967215,17876467,Entire home/apt,Santo António,34,5.0,6,2.0,74.0
8577,14281137,49096239,Entire home/apt,Santa Maria Maior,34,5.0,5,2.0,87.0
9467,15475536,99334708,Entire home/apt,Santa Maria Maior,34,5.0,4,2.0,87.0
9818,15926750,96273575,Entire home/apt,Misericórdia,34,5.0,3,2.0,49.0
529,642161,3083466,Entire home/apt,Misericórdia,35,5.0,3,2.0,58.0
1206,1456064,7762151,Entire home/apt,Misericórdia,35,5.0,4,2.0,115.0
2465,3414527,17215994,Entire home/apt,Santa Maria Maior,35,5.0,6,2.0,93.0
2995,4370921,22690099,Entire home/apt,Estrela,35,5.0,4,2.0,138.0
4562,7063539,34811121,Entire home/apt,São Vicente,35,5.0,4,2.0,52.0
4810,7557052,39611707,Entire home/apt,Estrela,35,5.0,5,2.0,54.0
6314,11093185,57604491,Entire home/apt,Misericórdia,35,5.0,4,2.0,96.0
7188,12557303,68065283,Entire home/apt,Santa Maria Maior,35,5.0,4,2.0,108.0
8009,13663403,79427373,Entire home/apt,Benfica,35,5.0,5,2.0,56.0
8095,13751821,10898115,Entire home/apt,Arroios,35,5.0,6,2.0,98.0
9194,15097890,10487625,Entire home/apt,São Vicente,35,5.0,4,2.0,71.0
9213,15128243,95901212,Entire home/apt,Santa Maria Maior,35,5.0,6,2.0,104.0
9224,15148445,96085846,Entire home/apt,Santo António,35,5.0,4,2.0,68.0
2054,3010004,15339444,Entire home/apt,São Domingos de Benfica,36,5.0,5,2.0,104.0
4923,7739443,40678352,Entire home/apt,Misericórdia,36,5.0,5,2.0,79.0
5562,9193166,26494184,Entire home/apt,Santo António,36,5.0,4,2.0,85.0
5907,10065087,4960606,Entire home/apt,Estrela,36,5.0,7,2.0,69.0
7146,12468891,67481836,Entire home/apt,Estrela,36,5.0,6,2.0,93.0
7582,13114142,5588401,Entire home/apt,Santa Maria Maior,36,5.0,5,2.0,98.0
7909,13525805,77721918,Entire home/apt,Lumiar,36,5.0,4,2.0,69.0
9378,15372726,10823190,Entire home/apt,Misericórdia,36,5.0,4,2.0,69.0
38,88312,482911,Entire home/apt,Santo António,37,5.0,4,2.0,75.0
784,875044,1939928,Entire home/apt,Ajuda,37,5.0,4,2.0,54.0
3336,5103889,26371519,Entire home/apt,Santo António,37,5.0,4,2.0,71.0
3844,5990221,30642769,Entire home/apt,Santa Maria Maior,37,5.0,4,2.0,115.0
4548,7046989,36528156,Entire home/apt,Misericórdia,37,5.0,3,2.0,100.0
5439,8911756,7610653,Entire home/apt,Santa Maria Maior,37,5.0,5,2.0,79.0
5590,9258767,2943284,Entire home/apt,Arroios,37,5.0,5,2.0,97.0
6557,11581718,13750296,Entire home/apt,Santa Maria Maior,37,5.0,6,2.0,173.0
7957,13597220,58755802,Entire home/apt,Santo António,37,5.0,4,2.0,127.0
8077,13744951,17545372,Entire home/apt,Santa Maria Maior,37,5.0,4,2.0,114.0
8141,13800835,51852559,Entire home/apt,Santa Maria Maior,37,5.0,5,2.0,58.0
8945,14768976,85810808,Entire home/apt,Arroios,37,5.0,4,2.0,104.0
9356,15348177,21019651,Entire home/apt,Misericórdia,37,5.0,6,2.0,75.0
9368,15356072,14291065,Entire home/apt,Misericórdia,37,5.0,4,2.0,64.0
9505,15507185,91218792,Entire home/apt,Areeiro,37,5.0,5,2.0,69.0
10019,16225933,105939064,Entire home/apt,Arroios,37,5.0,4,2.0,87.0
1859,2759584,1416183,Entire home/apt,Santa Maria Maior,38,5.0,4,2.0,113.0
5363,8671395,19407543,Entire home/apt,Santo António,38,5.0,4,2.0,115.0
6383,11246292,3471692,Entire home/apt,São Vicente,38,5.0,4,2.0,64.0
6953,12120274,46529570,Entire home/apt,Santa Maria Maior,38,5.0,5,2.0,93.0
7590,13122352,73022268,Entire home/apt,Arroios,38,5.0,4,2.0,69.0
7622,13165105,47568935,Entire home/apt,Estrela,38,5.0,4,2.0,64.0
7668,13223471,74202628,Entire home/apt,Penha de França,38,5.0,6,2.0,58.0
7995,13646831,13750296,Entire home/apt,Santa Maria Maior,38,5.0,6,2.0,113.0
8453,14130618,76445542,Entire home/apt,Arroios,38,5.0,4,2.0,114.0
8560,14256661,14491060,Entire home/apt,São Vicente,38,5.0,4,2.0,32.0
8993,14837644,2108990,Entire home/apt,Santo António,38,5.0,4,2.0,113.0
2507,3478748,17520413,Entire home/apt,Misericórdia,39,5.0,3,2.0,57.0
4132,6462105,20947228,Entire home/apt,Misericórdia,39,5.0,6,2.0,77.0
5646,9462666,49036492,Entire home/apt,Misericórdia,39,5.0,4,2.0,69.0
6864,11998214,3271682,Entire home/apt,Santa Maria Maior,39,5.0,10,2.0,173.0
7037,12270237,46529570,Entire home/apt,Santa Maria Maior,39,5.0,5,2.0,93.0
9344,15333708,5648681,Entire home/apt,Misericórdia,39,5.0,4,2.0,153.0
9589,15609182,15176737,Entire home/apt,Santo António,39,5.0,4,2.0,106.0
10010,16215618,105939064,Entire home/apt,Arroios,39,5.0,3,2.0,87.0
5610,9309634,3966492,Entire home/apt,Arroios,40,5.0,6,2.0,138.0
5659,9487357,46324624,Entire home/apt,Misericórdia,40,5.0,4,2.0,59.0
6441,11383888,5374058,Entire home/apt,Santo António,40,5.0,6,2.0,88.0
6978,12172119,4544870,Entire home/apt,São Vicente,40,5.0,4,2.0,71.0
7491,13018572,71179272,Entire home/apt,Avenidas Novas,40,5.0,4,2.0,93.0
7852,13440865,76701184,Entire home/apt,Santa Maria Maior,40,5.0,6,2.0,219.0
9494,15497513,99532080,Entire home/apt,Santa Maria Maior,40,5.0,4,2.0,64.0
10017,16225194,105939064,Entire home/apt,Arroios,40,5.0,4,2.0,87.0
3604,5625020,13566681,Entire home/apt,Arroios,41,5.0,4,2.0,58.0
6111,10562112,17494585,Entire home/apt,Misericórdia,41,5.0,4,2.0,80.0
6401,11293056,11924532,Entire home/apt,São Vicente,41,5.0,5,2.0,68.0
6438,11369235,59582139,Entire home/apt,Misericórdia,41,5.0,4,2.0,100.0
6980,12173243,34342493,Entire home/apt,Santa Maria Maior,41,5.0,4,2.0,104.0
7229,12642826,68663780,Entire home/apt,Misericórdia,41,5.0,3,2.0,75.0
8154,13822046,22602306,Entire home/apt,Santo António,41,5.0,4,2.0,69.0
2022,2994003,3557585,Entire home/apt,São Vicente,42,5.0,6,2.0,52.0
3755,5850683,17457001,Entire home/apt,Misericórdia,42,5.0,4,2.0,173.0
5538,9135994,34592928,Entire home/apt,Santa Maria Maior,42,5.0,4,2.0,80.0
6625,11674202,50897719,Entire home/apt,Santa Maria Maior,42,5.0,4,2.0,97.0
8443,14120678,12400145,Entire home/apt,Misericórdia,42,5.0,4,2.0,69.0
246,337665,1716000,Entire home/apt,Santo António,43,5.0,6,2.0,160.0
3632,5666073,26122607,Entire home/apt,Misericórdia,43,5.0,4,2.0,87.0
5271,8404741,17929359,Entire home/apt,Santa Maria Maior,43,5.0,5,2.0,98.0
5811,9822541,50593581,Entire home/apt,Areeiro,43,5.0,5,2.0,58.0
6999,12226210,56201244,Entire home/apt,Santa Maria Maior,43,5.0,4,2.0,208.0
7127,12416719,12558565,Entire home/apt,Estrela,43,5.0,5,2.0,54.0
7487,13011133,4822437,Entire home/apt,Misericórdia,43,5.0,4,2.0,115.0
7765,13342323,56201244,Entire home/apt,Misericórdia,43,5.0,4,2.0,138.0
9903,16068841,34663570,Entire home/apt,Santa Maria Maior,43,5.0,6,2.0,58.0
905,1038165,5421070,Entire home/apt,Santa Maria Maior,44,5.0,6,2.0,138.0
4430,6860550,35951100,Entire home/apt,Misericórdia,44,5.0,4,2.0,104.0
4837,7600437,6065977,Entire home/apt,Misericórdia,44,5.0,4,2.0,93.0
5109,8061576,29976608,Entire home/apt,Santo António,44,5.0,4,2.0,113.0
5485,9028282,13115678,Entire home/apt,Santa Maria Maior,44,5.0,5,2.0,79.0
7334,12846846,15351963,Entire home/apt,São Vicente,44,5.0,6,2.0,56.0
7568,13104878,25459703,Entire home/apt,Penha de França,44,5.0,4,2.0,61.0
8239,13908455,34811121,Entire home/apt,Santa Maria Maior,44,5.0,4,2.0,80.0
8787,14531678,89847370,Entire home/apt,Santa Maria Maior,44,5.0,4,2.0,87.0
2708,3808964,19575081,Entire home/apt,Misericórdia,45,5.0,4,2.0,104.0
2743,3859022,19245334,Entire home/apt,Misericórdia,45,5.0,3,2.0,89.0
4627,7222452,36161241,Entire home/apt,Misericórdia,45,5.0,4,2.0,113.0
7930,13568748,2446180,Entire home/apt,Santa Maria Maior,45,5.0,4,2.0,109.0
768,859059,4496825,Entire home/apt,Misericórdia,46,5.0,4,2.0,184.0
3060,4523408,23450558,Entire home/apt,Santa Maria Maior,46,5.0,6,2.0,122.0
6572,11596194,1686261,Entire home/apt,Santo António,46,5.0,6,2.0,87.0
6952,12113802,1029524,Entire home/apt,Misericórdia,46,5.0,8,2.0,104.0
7755,13336269,75518755,Entire home/apt,Santa Maria Maior,46,5.0,5,2.0,80.0
7977,13622665,6194055,Entire home/apt,Santa Maria Maior,46,5.0,4,2.0,59.0
8668,14380126,57400028,Entire home/apt,São Vicente,46,5.0,6,2.0,104.0
6431,11339559,4179366,Entire home/apt,Misericórdia,47,5.0,4,2.0,58.0
7204,12581715,1015021,Entire home/apt,Arroios,47,5.0,4,2.0,78.0
8567,14263080,72529593,Entire home/apt,Santo António,47,5.0,4,2.0,90.0
2524,3505365,17648782,Entire home/apt,Santa Maria Maior,48,5.0,6,2.0,75.0
1723,2544815,13027715,Entire home/apt,Santo António,49,5.0,5,2.0,87.0
4613,7178283,37603157,Entire home/apt,Santa Maria Maior,49,5.0,6,2.0,115.0
5361,8669137,26918474,Entire home/apt,Misericórdia,49,5.0,4,2.0,93.0
7631,13173081,28561006,Entire home/apt,Santa Maria Maior,49,5.0,4,2.0,56.0
7947,13582804,5588401,Entire home/apt,Santa Maria Maior,49,5.0,5,2.0,93.0
9340,15324163,21651776,Entire home/apt,Misericórdia,49,5.0,5,2.0,64.0
2183,3081970,15682571,Entire home/apt,Misericórdia,50,5.0,4,2.0,109.0
4237,6589591,6065977,Entire home/apt,Misericórdia,50,5.0,6,2.0,64.0
4767,7446782,39002247,Entire home/apt,Misericórdia,50,5.0,4,2.0,109.0
1348,1720796,9071140,Entire home/apt,São Vicente,51,5.0,5,2.0,79.0
3489,5433692,23414759,Entire home/apt,Santo António,51,5.0,5,2.0,150.0
5020,7892815,17782450,Entire home/apt,Misericórdia,51,5.0,2,2.0,115.0
5634,9404563,8693539,Entire home/apt,Santa Maria Maior,51,5.0,4,2.0,150.0
7015,12247572,65925807,Entire home/apt,Arroios,51,5.0,5,2.0,60.0
7338,12854795,14696745,Entire home/apt,Misericórdia,51,5.0,4,2.0,104.0
7411,12943522,71103808,Entire home/apt,Santo António,51,5.0,4,2.0,162.0
8703,14426380,88768468,Entire home/apt,São Vicente,51,5.0,4,2.0,69.0
1254,1523370,8026131,Entire home/apt,Misericórdia,52,5.0,5,2.0,127.0
3476,5394053,3196678,Entire home/apt,Arroios,52,5.0,4,2.0,122.0
4466,6912716,17457001,Entire home/apt,Estrela,52,5.0,5,2.0,115.0
6759,11844164,914126,Entire home/apt,Estrela,52,5.0,4,2.0,115.0
1134,1358001,3845615,Entire home/apt,Santa Maria Maior,53,5.0,4,2.0,98.0
5806,9804116,727771,Entire home/apt,São Vicente,53,5.0,4,2.0,88.0
7174,12534018,2370788,Entire home/apt,Penha de França,53,5.0,4,2.0,64.0
1127,1345425,7298530,Entire home/apt,Estrela,54,5.0,4,2.0,75.0
1850,2752463,14079161,Entire home/apt,Santo António,54,5.0,3,2.0,87.0
3824,5952783,25153166,Entire home/apt,Misericórdia,54,5.0,5,2.0,98.0
4293,6650634,34811121,Entire home/apt,Santa Maria Maior,54,5.0,3,2.0,69.0
6845,11968789,55277706,Entire home/apt,Misericórdia,54,5.0,6,2.0,145.0
7065,12305206,66349933,Entire home/apt,São Vicente,54,5.0,3,2.0,64.0
8128,13780459,80909527,Entire home/apt,Santa Maria Maior,54,5.0,5,2.0,58.0
118,174850,835470,Entire home/apt,Misericórdia,55,5.0,6,2.0,80.0
4298,6653490,8126691,Entire home/apt,Santa Maria Maior,55,5.0,6,2.0,98.0
6938,12090299,64382854,Entire home/apt,Estrela,55,5.0,5,2.0,64.0
267,372953,1660499,Entire home/apt,Santa Maria Maior,56,5.0,4,2.0,75.0
2390,3254371,2396258,Entire home/apt,Santa Maria Maior,56,5.0,6,2.0,103.0
6116,10589063,46298455,Entire home/apt,Belém,56,5.0,5,2.0,52.0
6611,11655674,19905749,Entire home/apt,Misericórdia,56,5.0,4,2.0,114.0
5317,8555167,45032493,Entire home/apt,Estrela,57,5.0,5,2.0,61.0
7323,12833120,58236340,Entire home/apt,São Vicente,57,5.0,4,2.0,46.0
7682,13247678,26378382,Entire home/apt,Misericórdia,57,5.0,6,2.0,144.0
8379,14065153,16411265,Entire home/apt,Misericórdia,57,5.0,4,2.0,58.0
1413,1820114,9530121,Entire home/apt,Misericórdia,58,5.0,6,2.0,90.0
6511,11495477,26741672,Entire home/apt,Santa Maria Maior,58,5.0,5,2.0,93.0
7937,13572435,29064494,Entire home/apt,Misericórdia,58,5.0,4,2.0,104.0
8596,14297466,8408783,Entire home/apt,Santo António,58,5.0,5,2.0,80.0
3901,6082555,4047048,Entire home/apt,Santo António,59,5.0,6,2.0,87.0
5718,9624680,49771297,Entire home/apt,Santa Maria Maior,59,5.0,5,2.0,69.0
6362,11180408,10082182,Entire home/apt,Arroios,59,5.0,4,2.0,75.0
8070,13739210,76127721,Entire home/apt,Santa Maria Maior,59,5.0,3,2.0,52.0
314,428785,914126,Entire home/apt,Santa Maria Maior,60,5.0,4,2.0,115.0
1499,2006802,4972896,Entire home/apt,Santa Maria Maior,60,5.0,4,2.0,108.0
4873,7670929,8048828,Entire home/apt,Santa Maria Maior,60,5.0,5,2.0,78.0
5322,8577447,45142606,Entire home/apt,Santa Maria Maior,60,5.0,4,2.0,64.0
5422,8851985,46296984,Entire home/apt,Arroios,60,5.0,4,2.0,71.0
5859,9934190,4968351,Entire home/apt,Misericórdia,60,5.0,6,2.0,144.0
2490,3447937,5691663,Entire home/apt,Santa Maria Maior,61,5.0,4,2.0,80.0
3959,6173292,32028521,Entire home/apt,Santa Maria Maior,61,5.0,5,2.0,62.0
4010,6273442,14743255,Entire home/apt,São Vicente,61,5.0,4,2.0,79.0
4601,7142967,35866016,Entire home/apt,São Vicente,61,5.0,4,2.0,109.0
4742,7384232,38681112,Entire home/apt,Santa Maria Maior,61,5.0,4,2.0,115.0
5781,9776181,18166300,Entire home/apt,Arroios,61,5.0,6,2.0,80.0
7072,12314439,66421478,Entire home/apt,Misericórdia,61,5.0,6,2.0,109.0
8447,14123052,34663570,Entire home/apt,Santa Maria Maior,61,5.0,6,2.0,58.0
1900,2847440,8298637,Entire home/apt,Santa Maria Maior,62,5.0,4,2.0,151.0
6585,11607934,32354202,Entire home/apt,Santa Maria Maior,62,5.0,6,2.0,109.0
9009,14854589,3716977,Entire home/apt,Santo António,62,5.0,4,2.0,64.0
5692,9553379,7610653,Entire home/apt,Santa Maria Maior,63,5.0,5,2.0,103.0
6304,11067079,19905749,Entire home/apt,Santa Maria Maior,63,5.0,5,2.0,103.0
7775,13352668,75700315,Entire home/apt,Misericórdia,63,5.0,6,2.0,58.0
8909,14709020,88686568,Entire home/apt,São Vicente,63,5.0,6,2.0,77.0
577,686438,915146,Entire home/apt,Misericórdia,64,5.0,6,2.0,80.0
641,739135,3865188,Entire home/apt,Santa Maria Maior,64,5.0,4,2.0,80.0
3346,5125599,26491312,Entire home/apt,São Vicente,64,5.0,4,2.0,87.0
5286,8462554,2980743,Entire home/apt,Arroios,64,5.0,6,2.0,46.0
5374,8696602,44031300,Entire home/apt,Misericórdia,64,5.0,4,2.0,127.0
6115,10582395,10082182,Entire home/apt,Misericórdia,64,5.0,6,2.0,75.0
7153,12479207,5412927,Entire home/apt,Estrela,64,5.0,4,2.0,108.0
4244,6596983,34507235,Entire home/apt,São Vicente,65,5.0,6,2.0,52.0
7602,13129974,15580486,Entire home/apt,Misericórdia,65,5.0,5,2.0,74.0
1169,1403520,7574704,Entire home/apt,Misericórdia,66,5.0,4,2.0,104.0
4948,7769254,34342493,Entire home/apt,Misericórdia,66,5.0,6,2.0,80.0
4976,7819312,28734105,Entire home/apt,Santa Maria Maior,66,5.0,4,2.0,69.0
5741,9667503,8693539,Entire home/apt,Misericórdia,67,5.0,4,2.0,87.0
2844,4019326,14035165,Entire home/apt,Benfica,68,5.0,4,2.0,47.0
3621,5654669,7728431,Entire home/apt,Estrela,68,5.0,6,2.0,144.0
3656,5717301,13750296,Entire home/apt,Santa Maria Maior,68,5.0,4,2.0,87.0
5752,9695962,49993331,Entire home/apt,Misericórdia,68,5.0,3,2.0,64.0
4217,6565395,34342493,Entire home/apt,Santo António,69,5.0,5,2.0,78.0
6781,11878751,30424774,Entire home/apt,Santa Maria Maior,69,5.0,4,2.0,138.0
8566,14262527,86889283,Entire home/apt,Santa Maria Maior,69,5.0,6,2.0,87.0
2659,3740855,19127121,Entire home/apt,Santa Maria Maior,70,5.0,4,2.0,91.0
4434,6867892,35988975,Entire home/apt,Misericórdia,70,5.0,5,2.0,75.0
5226,8271298,3981372,Entire home/apt,Santa Maria Maior,70,5.0,4,2.0,90.0
5804,9802686,50510995,Entire home/apt,Santa Maria Maior,70,5.0,4,2.0,69.0
