,room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price
285,403167,1969293,Entire home/apt,Misericórdia,11,4.0,6,2.0,109.0
2700,3794249,19484653,Entire home/apt,Santa Maria Maior,11,4.0,4,2.0,58.0
6357,11178568,3953109,Entire home/apt,São Vicente,12,4.0,5,2.0,56.0
10612,16930140,113107966,Entire home/apt,São Vicente,12,4.0,6,2.0,58.0
653,751806,3953109,Entire home/apt,Santa Maria Maior,13,4.0,6,2.0,81.0
1028,1203721,6571214,Entire home/apt,Campo de Ourique,13,4.0,4,2.0,71.0
5246,8318597,2174752,Entire home/apt,Arroios,13,4.0,7,2.0,115.0
7603,13134143,73163236,Entire home/apt,Misericórdia,13,4.0,4,2.0,69.0
1371,1749657,8365313,Entire home/apt,Santa Maria Maior,14,4.0,4,2.0,87.0
3718,5801408,3953109,Entire home/apt,Misericórdia,14,4.0,6,2.0,84.0
4644,7238900,37900681,Entire home/apt,Alcântara,14,4.0,4,2.0,40.0
5519,9089892,47397125,Entire home/apt,São Vicente,14,4.0,4,2.0,52.0
5819,9836673,8031057,Entire home/apt,Misericórdia,14,4.0,4,2.0,75.0
6704,11787864,62776838,Entire home/apt,Misericórdia,14,4.0,4,2.0,104.0
7732,13307141,75179256,Entire home/apt,Santa Maria Maior,15,4.0,4,2.0,69.0
4351,6725593,12318654,Entire home/apt,Estrela,16,4.0,5,2.0,77.0
5726,9643897,34827624,Entire home/apt,São Vicente,16,4.0,4,2.0,87.0
7777,13353429,3953109,Entire home/apt,Santa Maria Maior,16,4.0,4,2.0,94.0
3495,5445142,8333365,Entire home/apt,Parque das Nações,17,4.0,4,2.0,55.0
4970,7799532,3071929,Entire home/apt,São Vicente,17,4.0,4,2.0,58.0
1737,2561733,7146174,Entire home/apt,Misericórdia,18,4.0,4,2.0,75.0
4023,6291053,32707585,Entire home/apt,Arroios,18,4.0,6,2.0,93.0
8664,14370125,62648338,Entire home/apt,Misericórdia,18,4.0,4,2.0,80.0
3470,5383373,6925599,Entire home/apt,São Vicente,19,4.0,4,2.0,69.0
7163,12507209,39938824,Entire home/apt,Misericórdia,19,4.0,6,2.0,104.0
5147,8148760,6392918,Entire home/apt,Misericórdia,20,4.0,4,2.0,115.0
7895,13505452,1654712,Entire home/apt,São Vicente,20,4.0,6,2.0,88.0
8849,14611038,7878598,Entire home/apt,Misericórdia,21,4.0,4,2.0,69.0
10252,16472157,55452123,Entire home/apt,Arroios,21,4.0,5,2.0,46.0
1747,2575220,1420823,Entire home/apt,Santa Maria Maior,22,4.0,6,2.0,80.0
2229,3101148,7146174,Entire home/apt,Santa Maria Maior,22,4.0,6,2.0,75.0
6082,10451855,53847893,Entire home/apt,Santa Maria Maior,22,4.0,4,2.0,64.0
6106,10539276,31265397,Entire home/apt,Misericórdia,22,4.0,4,2.0,75.0
3219,4846347,491798,Entire home/apt,Estrela,23,4.0,3,2.0,55.0
4228,6580693,8911887,Entire home/apt,Santo António,23,4.0,6,2.0,87.0
6301,11057526,17733765,Entire home/apt,Santo António,23,4.0,6,2.0,104.0
1325,1648158,8744625,Entire home/apt,Misericórdia,24,4.0,6,2.0,75.0
2698,3791167,19455234,Entire home/apt,Misericórdia,24,4.0,6,2.0,46.0
1465,1949424,798869,Entire home/apt,Misericórdia,25,4.0,5,2.0,78.0
5491,9041677,27948439,Entire home/apt,Santo António,25,4.0,4,2.0,40.0
7689,13257736,40142803,Entire home/apt,Santa Maria Maior,25,4.0,5,2.0,81.0
3400,5246064,1549585,Entire home/apt,Santa Maria Maior,26,4.0,4,2.0,56.0
6470,11440221,17566896,Entire home/apt,Santo António,26,4.0,4,2.0,52.0
4980,7824750,4647743,Entire home/apt,São Domingos de Benfica,27,4.0,6,2.0,52.0
4628,7222908,3692657,Entire home/apt,Misericórdia,28,4.0,4,2.0,58.0
2033,2998020,13728607,Entire home/apt,Santa Maria Maior,29,4.0,6,2.0,93.0
7283,12774812,69218787,Entire home/apt,Estrela,29,4.0,5,2.0,62.0
607,712017,3665015,Entire home/apt,Areeiro,31,4.0,4,2.0,57.0
5784,9782428,15180709,Entire home/apt,Misericórdia,31,4.0,5,2.0,49.0
7310,12826035,56344244,Entire home/apt,Santa Maria Maior,31,4.0,5,2.0,75.0
1808,2681519,13728607,Entire home/apt,Santa Maria Maior,32,4.0,6,2.0,69.0
2078,3027681,1549585,Entire home/apt,Misericórdia,32,4.0,5,2.0,56.0
9741,15818638,3844593,Entire home/apt,Santa Maria Maior,32,4.0,4,2.0,162.0
913,1050741,1549585,Entire home/apt,Misericórdia,33,4.0,4,2.0,50.0
5766,9748328,4861007,Entire home/apt,Misericórdia,33,4.0,6,2.0,91.0
6694,11775921,9816110,Entire home/apt,Santa Maria Maior,35,4.0,6,2.0,36.0
7278,12772083,69218787,Entire home/apt,Estrela,35,4.0,3,2.0,56.0
192,267235,1039097,Entire home/apt,Santo António,36,4.0,5,2.0,87.0
1986,2975244,15176726,Entire home/apt,São Vicente,36,4.0,6,2.0,93.0
7339,12860540,20505600,Entire home/apt,Estrela,36,4.0,5,2.0,52.0
7412,12946088,25839310,Entire home/apt,Misericórdia,37,4.0,6,2.0,66.0
6992,12217356,9071395,Entire home/apt,Misericórdia,39,4.0,4,2.0,68.0
6325,11131142,2717587,Entire home/apt,Misericórdia,42,4.0,5,2.0,58.0
5943,10134165,2636887,Entire home/apt,Misericórdia,43,4.0,4,2.0,29.0
1463,1947927,10073506,Entire home/apt,Arroios,44,4.0,3,2.0,64.0
1760,2598381,1549585,Entire home/apt,Santo António,44,4.0,5,2.0,69.0
1187,1418929,7642003,Entire home/apt,Alcântara,45,4.0,5,2.0,69.0
3722,5802706,30056520,Entire home/apt,Santa Maria Maior,45,4.0,6,2.0,80.0
5822,9839569,30194472,Entire home/apt,São Vicente,48,4.0,4,2.0,45.0
2538,3528122,1756107,Entire home/apt,Santa Maria Maior,52,4.0,4,2.0,54.0
7137,12445522,52343301,Entire home/apt,Misericórdia,52,4.0,6,2.0,95.0
1166,1395610,7541394,Entire home/apt,Misericórdia,55,4.0,4,2.0,69.0
56,118653,599213,Entire home/apt,São Vicente,56,4.0,6,2.0,87.0
8980,14819132,77863844,Entire home/apt,Misericórdia,58,4.0,5,2.0,40.0
2665,3750523,19189417,Entire home/apt,Misericórdia,60,4.0,6,2.0,52.0
2984,4337942,2463614,Entire home/apt,Santa Maria Maior,60,4.0,4,2.0,64.0
615,717717,1549585,Entire home/apt,Misericórdia,61,4.0,4,2.0,67.0
616,717722,1549585,Entire home/apt,Misericórdia,63,4.0,4,2.0,62.0
4056,6330434,32951350,Entire home/apt,Alcântara,64,4.0,4,2.0,40.0
5090,8029327,25064934,Entire home/apt,Santa Maria Maior,64,4.0,4,2.0,40.0
3403,5250033,12211130,Entire home/apt,São Vicente,66,4.0,6,2.0,31.0
2793,3927215,546839,Entire home/apt,Estrela,72,4.0,6,2.0,70.0
355,465071,1549585,Entire home/apt,Santa Maria Maior,82,4.0,6,2.0,67.0
5591,9266940,23425485,Entire home/apt,Misericórdia,84,4.0,4,2.0,60.0
5380,8714343,38307092,Entire home/apt,São Vicente,89,4.0,4,2.0,46.0
2636,3705516,5376796,Entire home/apt,Santa Maria Maior,91,4.0,5,2.0,58.0
291,405399,1788136,Entire home/apt,São Vicente,94,4.0,4,2.0,113.0
3353,5147450,9071395,Entire home/apt,Misericórdia,96,4.0,4,2.0,68.0
1536,2086310,9071395,Entire home/apt,Santa Maria Maior,114,4.0,4,2.0,68.0
947,1108205,176410,Entire home/apt,Misericórdia,144,4.0,4,2.0,93.0
1405,1802505,3982638,Entire home/apt,Santa Maria Maior,182,4.0,6,2.0,46.0
3120,4656661,16521620,Entire home/apt,Campo de Ourique,11,4.5,5,2.0,93.0
3307,5049705,26070945,Entire home/apt,Santo António,11,4.5,6,2.0,57.0
4464,6907847,17883136,Entire home/apt,Santa Maria Maior,11,4.5,6,2.0,93.0
6333,11145976,17733765,Entire home/apt,Misericórdia,11,4.5,6,2.0,173.0
6335,11151531,57983410,Entire home/apt,São Vicente,11,4.5,6,2.0,106.0
6360,11180081,3953109,Entire home/apt,São Vicente,11,4.5,5,2.0,56.0
6501,11487342,46207193,Entire home/apt,Areeiro,11,4.5,6,2.0,58.0
7253,12722152,56344244,Entire home/apt,Santa Maria Maior,11,4.5,5,2.0,89.0
8408,14085544,34827624,Entire home/apt,São Vicente,11,4.5,4,2.0,87.0
8514,14192247,6604033,Entire home/apt,Estrela,11,4.5,5,2.0,58.0
8736,14469001,14539928,Entire home/apt,Santo António,11,4.5,5,2.0,84.0
8969,14801814,4141894,Entire home/apt,Santa Maria Maior,11,4.5,5,2.0,104.0
9038,14893514,39465095,Entire home/apt,São Vicente,11,4.5,4,2.0,52.0
9809,15913748,506703,Entire home/apt,Beato,11,4.5,4,2.0,46.0
9872,16010129,3953109,Entire home/apt,Santo António,11,4.5,4,2.0,84.0
10671,17008040,48501406,Entire home/apt,Arroios,11,4.5,5,2.0,58.0
11586,17974974,123450353,Entire home/apt,Misericórdia,11,4.5,6,2.0,75.0
458,573313,2820083,Entire home/apt,Benfica,12,4.5,4,2.0,74.0
2466,3417505,5205861,Entire home/apt,São Vicente,12,4.5,6,2.0,36.0
2533,3521755,17733765,Entire home/apt,Carnide,12,4.5,6,2.0,115.0
2594,3625790,1037730,Entire home/apt,Parque das Nações,12,4.5,5,2.0,90.0
3302,5023992,391315,Entire home/apt,Misericórdia,12,4.5,4,2.0,93.0
3848,5995561,2764994,Entire home/apt,Penha de França,12,4.5,4,2.0,69.0
3864,6018454,391315,Entire home/apt,Lumiar,12,4.5,6,2.0,93.0
3962,6179003,2174752,Entire home/apt,Santo António,12,4.5,4,2.0,109.0
4719,7347373,37728323,Entire home/apt,Santa Maria Maior,12,4.5,4,2.0,109.0
5209,8231826,43409636,Entire home/apt,São Domingos de Benfica,12,4.5,4,2.0,58.0
5578,9229814,31546132,Entire home/apt,Santa Maria Maior,12,4.5,4,2.0,29.0
7022,12260900,64896236,Entire home/apt,Arroios,12,4.5,5,2.0,138.0
7435,12964434,1496930,Entire home/apt,Santo António,12,4.5,2,2.0,93.0
8518,14196759,76392777,Entire home/apt,Arroios,12,4.5,4,2.0,98.0
9274,15220073,61844488,Entire home/apt,Misericórdia,12,4.5,5,2.0,80.0
9412,15420582,98781521,Entire home/apt,Misericórdia,12,4.5,6,2.0,69.0
10214,16436329,743167,Entire home/apt,Santa Maria Maior,12,4.5,4,2.0,166.0
10617,16937000,3400426,Entire home/apt,Santa Maria Maior,12,4.5,6,2.0,58.0
10706,17051610,76127721,Entire home/apt,Santa Maria Maior,12,4.5,6,2.0,66.0
11013,17445688,118074004,Entire home/apt,Parque das Nações,12,4.5,5,2.0,52.0
325,448556,2174752,Entire home/apt,Santa Maria Maior,13,4.5,4,2.0,87.0
463,578827,1496930,Entire home/apt,Misericórdia,13,4.5,4,2.0,80.0
1065,1241506,914126,Entire home/apt,Misericórdia,13,4.5,4,2.0,80.0
1839,2728800,2970359,Entire home/apt,São Domingos de Benfica,13,4.5,5,2.0,173.0
2200,3089473,4147322,Entire home/apt,Campo de Ourique,13,4.5,4,2.0,65.0
2649,3730414,19063063,Entire home/apt,Santa Maria Maior,13,4.5,6,2.0,68.0
3105,4634420,3168004,Entire home/apt,Belém,13,4.5,3,2.0,46.0
4024,6295148,32734762,Entire home/apt,Santa Maria Maior,13,4.5,6,2.0,58.0
4261,6622535,34661552,Entire home/apt,Alvalade,13,4.5,4,2.0,80.0
4502,6956759,36474819,Entire home/apt,São Vicente,13,4.5,6,2.0,138.0
5130,8096735,9058387,Entire home/apt,Santa Maria Maior,13,4.5,4,2.0,58.0
5290,8479129,26923031,Entire home/apt,Avenidas Novas,13,4.5,7,2.0,173.0
5501,9055284,34827624,Entire home/apt,Arroios,13,4.5,4,2.0,104.0
5572,9213588,1119812,Entire home/apt,São Vicente,13,4.5,6,2.0,60.0
5763,9742443,3953109,Entire home/apt,Misericórdia,13,4.5,4,2.0,55.0
5817,9832358,8911887,Entire home/apt,Belém,13,4.5,6,2.0,78.0
6050,10380929,35361324,Entire home/apt,Ajuda,13,4.5,6,2.0,79.0
6080,10449790,3953109,Entire home/apt,Estrela,13,4.5,4,2.0,84.0
6112,10562241,7608379,Entire home/apt,Misericórdia,13,4.5,6,2.0,115.0
6230,10884803,10599350,Entire home/apt,Benfica,13,4.5,6,2.0,133.0
6370,11195810,3083466,Entire home/apt,Misericórdia,13,4.5,6,2.0,69.0
7155,12480195,28423000,Entire home/apt,Misericórdia,13,4.5,5,2.0,91.0
7522,13050289,37758551,Entire home/apt,Santa Maria Maior,13,4.5,5,2.0,69.0
8484,14152508,8177737,Entire home/apt,Alcântara,13,4.5,5,2.0,52.0
8657,14358684,88029951,Entire home/apt,Penha de França,13,4.5,4,2.0,46.0
8992,14834129,34827624,Entire home/apt,Santa Maria Maior,13,4.5,4,2.0,127.0
9405,15415840,9927946,Entire home/apt,São Vicente,13,4.5,6,2.0,31.0
10303,16542759,1549585,Entire home/apt,Santa Maria Maior,13,4.5,6,2.0,69.0
10383,16658299,98958125,Entire home/apt,Misericórdia,13,4.5,4,2.0,64.0
10542,16860612,112335790,Entire home/apt,Arroios,13,4.5,4,2.0,75.0
10767,17165992,17571179,Entire home/apt,Misericórdia,13,4.5,4,2.0,75.0
43,90931,184400,Entire home/apt,Santo António,14,4.5,4,2.0,104.0
1540,2097552,99255,Entire home/apt,Alvalade,14,4.5,4,2.0,69.0
1680,2447324,3905525,Entire home/apt,São Domingos de Benfica,14,4.5,4,2.0,81.0
2112,3047143,15513679,Entire home/apt,Alvalade,14,4.5,4,2.0,93.0
3089,4602509,688914,Entire home/apt,Santa Maria Maior,14,4.5,6,2.0,132.0
3510,5455082,1756107,Entire home/apt,Estrela,14,4.5,5,2.0,83.0
3770,5873361,743167,Entire home/apt,Santa Maria Maior,14,4.5,4,2.0,137.0
4234,6585484,3539350,Entire home/apt,Misericórdia,14,4.5,4,2.0,75.0
4878,7682974,5274559,Entire home/apt,Misericórdia,14,4.5,5,2.0,67.0
5581,9233286,43938346,Entire home/apt,Santo António,14,4.5,4,2.0,81.0
6074,10430404,53723847,Entire home/apt,Marvila,14,4.5,4,2.0,74.0
6793,11885444,63376074,Entire home/apt,Misericórdia,14,4.5,5,2.0,98.0
6887,12032936,53972440,Entire home/apt,Santo António,14,4.5,5,2.0,80.0
8282,13951446,40008096,Entire home/apt,Misericórdia,14,4.5,5,2.0,69.0
10439,16731607,110942954,Entire home/apt,Santa Maria Maior,14,4.5,4,2.0,75.0
11178,17605497,3951314,Entire home/apt,Arroios,14,4.5,5,2.0,75.0
546,654182,3290701,Entire home/apt,Ajuda,15,4.5,3,2.0,39.0
975,1131611,2174752,Entire home/apt,Santa Maria Maior,15,4.5,4,2.0,109.0
1036,1208910,3634413,Entire home/apt,Arroios,15,4.5,4,2.0,69.0
2561,3568592,17967147,Entire home/apt,Penha de França,15,4.5,6,2.0,47.0
2704,3801392,7409454,Entire home/apt,Misericórdia,15,4.5,6,2.0,80.0
4038,6312909,20507987,Entire home/apt,Misericórdia,15,4.5,4,2.0,80.0
4199,6537112,12533423,Entire home/apt,Parque das Nações,15,4.5,4,2.0,231.0
5475,9017707,24039534,Entire home/apt,Estrela,15,4.5,4,2.0,98.0
6972,12155462,65246932,Entire home/apt,São Vicente,15,4.5,6,2.0,115.0
7257,12731951,69231559,Entire home/apt,São Vicente,15,4.5,6,2.0,50.0
7277,12771689,69490182,Entire home/apt,Santa Maria Maior,15,4.5,5,2.0,89.0
7884,13486090,8911887,Entire home/apt,Arroios,15,4.5,6,2.0,78.0
9637,15703226,27267936,Entire home/apt,Misericórdia,15,4.5,6,2.0,67.0
10112,16306265,456477,Entire home/apt,Santa Maria Maior,15,4.5,4,2.0,46.0
10332,16567880,109131095,Entire home/apt,Santo António,15,4.5,6,2.0,127.0
379,491019,2174752,Entire home/apt,Santa Maria Maior,16,4.5,5,2.0,109.0
634,732032,2604984,Entire home/apt,Beato,16,4.5,5,2.0,64.0
1634,2338823,997803,Entire home/apt,Marvila,16,4.5,5,2.0,56.0
2359,3215570,8206497,Entire home/apt,Santa Maria Maior,16,4.5,4,2.0,253.0
2887,4106526,21304882,Entire home/apt,São Vicente,16,4.5,5,2.0,57.0
2921,4185303,21714387,Entire home/apt,Misericórdia,16,4.5,5,2.0,75.0
3099,4621620,7373929,Entire home/apt,Arroios,16,4.5,6,2.0,115.0
3512,5456507,1312785,Entire home/apt,Santa Maria Maior,16,4.5,5,2.0,103.0
3828,5962510,14218670,Entire home/apt,Arroios,16,4.5,4,2.0,66.0
4119,6446059,12073828,Entire home/apt,Ajuda,16,4.5,6,2.0,74.0
4874,7671481,20372850,Entire home/apt,Campo de Ourique,16,4.5,3,2.0,42.0
5169,8188977,914126,Entire home/apt,Santa Maria Maior,16,4.5,4,2.0,115.0
6619,11666707,3953109,Entire home/apt,Santa Maria Maior,16,4.5,4,2.0,96.0
6703,11787448,5894536,Entire home/apt,São Vicente,16,4.5,4,2.0,57.0
7515,13046583,22370159,Entire home/apt,Misericórdia,16,4.5,6,2.0,79.0
7555,13079262,2220920,Entire home/apt,São Vicente,16,4.5,4,2.0,58.0
7803,13380841,76054831,Entire home/apt,São Vicente,16,4.5,4,2.0,75.0
8211,13872695,60484494,Entire home/apt,Campolide,16,4.5,4,2.0,37.0
8570,14263511,86849928,Entire home/apt,Belém,16,4.5,4,2.0,114.0
9277,15227089,68786942,Entire home/apt,Penha de França,16,4.5,6,2.0,58.0
9481,15492178,26001560,Entire home/apt,Santo António,16,4.5,5,2.0,59.0
9666,15725379,62310730,Entire home/apt,Santa Maria Maior,16,4.5,6,2.0,76.0
9721,15797298,102189183,Entire home/apt,São Domingos de Benfica,16,4.5,4,2.0,44.0
10416,16701564,110627286,Entire home/apt,Penha de França,16,4.5,4,2.0,52.0
10630,16959027,5933531,Entire home/apt,Misericórdia,16,4.5,4,2.0,52.0
683,783486,3997692,Entire home/apt,Santo António,17,4.5,4,2.0,69.0
1097,1288400,6721716,Entire home/apt,Santa Maria Maior,17,4.5,4,2.0,173.0
1289,1573223,8178431,Entire home/apt,Benfica,17,4.5,4,2.0,64.0
1373,1752886,7146174,Entire home/apt,Alcântara,17,4.5,4,2.0,98.0
1811,2684458,4341539,Entire home/apt,Misericórdia,17,4.5,4,2.0,104.0
4027,6296730,3953109,Entire home/apt,Arroios,17,4.5,6,2.0,96.0
4478,6930024,36329224,Entire home/apt,Lumiar,17,4.5,6,2.0,68.0
5049,7930578,6935330,Entire home/apt,Misericórdia,17,4.5,4,2.0,64.0
5624,9362938,24039534,Entire home/apt,Belém,17,4.5,4,2.0,98.0
5895,10032627,51498047,Entire home/apt,São Vicente,17,4.5,6,2.0,64.0
6834,11947184,15369822,Entire home/apt,Campo de Ourique,17,4.5,6,2.0,93.0
7414,12946622,2174752,Entire home/apt,Santa Maria Maior,17,4.5,4,2.0,115.0
8436,14118582,9816110,Entire home/apt,Ajuda,17,4.5,4,2.0,32.0
8691,14399074,88502238,Entire home/apt,Belém,17,4.5,5,2.0,64.0
9822,15938111,35103859,Entire home/apt,Estrela,17,4.5,4,2.0,80.0
10356,16612737,2476571,Entire home/apt,Santa Maria Maior,17,4.5,6,2.0,78.0
10501,16802415,1756107,Entire home/apt,Santa Maria Maior,17,4.5,4,2.0,116.0
11422,17826963,121835416,Entire home/apt,Santa Maria Maior,17,4.5,6,2.0,52.0
1764,2601332,9568893,Entire home/apt,Alvalade,18,4.5,4,2.0,39.0
2571,3591437,8901536,Entire home/apt,Arroios,18,4.5,5,2.0,93.0
3107,4637334,5894536,Entire home/apt,São Vicente,18,4.5,6,2.0,61.0
3319,5076769,19196943,Entire home/apt,Belém,18,4.5,4,2.0,70.0
3361,5161994,2341627,Entire home/apt,Belém,18,4.5,6,2.0,77.0
3591,5596590,29017241,Entire home/apt,Estrela,18,4.5,5,2.0,79.0
4693,7314238,37758551,Entire home/apt,Misericórdia,18,4.5,6,2.0,80.0
5236,8297603,13566681,Entire home/apt,Ajuda,18,4.5,4,2.0,58.0
6081,10451784,16047938,Entire home/apt,Misericórdia,18,4.5,4,2.0,52.0
6524,11516498,60703822,Entire home/apt,Santo António,18,4.5,6,2.0,69.0
6888,12034766,4362940,Entire home/apt,Campo de Ourique,18,4.5,4,2.0,40.0
7116,12395602,3953109,Entire home/apt,Misericórdia,18,4.5,4,2.0,71.0
7954,13594892,78574742,Entire home/apt,Benfica,18,4.5,4,2.0,35.0
8191,13860083,639944,Entire home/apt,Santa Maria Maior,18,4.5,3,2.0,58.0
8982,14819678,34827624,Entire home/apt,Santa Maria Maior,18,4.5,4,2.0,155.0
9099,14970408,54706841,Entire home/apt,Santa Maria Maior,18,4.5,3,2.0,31.0
9332,15316278,64537083,Entire home/apt,São Domingos de Benfica,18,4.5,4,2.0,104.0
9624,15674441,101233628,Entire home/apt,Misericórdia,18,4.5,4,2.0,104.0
11074,17513930,85323756,Entire home/apt,Arroios,18,4.5,8,2.0,46.0
28,75171,184400,Entire home/apt,Estrela,19,4.5,5,2.0,115.0
2985,4339742,16856992,Entire home/apt,Misericórdia,19,4.5,6,2.0,103.0
3819,5943609,19299820,Entire home/apt,Avenidas Novas,19,4.5,4,2.0,103.0
4033,6310484,32827498,Entire home/apt,Belém,19,4.5,4,2.0,75.0
4360,6740360,34827624,Entire home/apt,Misericórdia,19,4.5,4,2.0,173.0
5904,10058497,51618035,Entire home/apt,Santo António,19,4.5,3,2.0,46.0
6092,10492490,54089702,Entire home/apt,Arroios,19,4.5,4,2.0,80.0
6395,11270417,1756107,Entire home/apt,Estrela,19,4.5,4,2.0,68.0
6525,11517703,45010760,Entire home/apt,Santa Maria Maior,19,4.5,4,2.0,56.0
6870,12003210,64188263,Entire home/apt,Misericórdia,19,4.5,4,2.0,58.0
6942,12103303,64896236,Entire home/apt,Arroios,19,4.5,5,2.0,93.0
7109,12383792,66938621,Entire home/apt,Arroios,19,4.5,6,2.0,98.0
7296,12802314,69758576,Entire home/apt,São Vicente,19,4.5,6,2.0,79.0
7337,12848569,1270923,Entire home/apt,São Vicente,19,4.5,7,2.0,58.0
7426,12953140,57898999,Entire home/apt,Santo António,19,4.5,4,2.0,109.0
7989,13637831,3487883,Entire home/apt,Penha de França,19,4.5,4,2.0,56.0
8500,14175653,85836267,Entire home/apt,Avenidas Novas,19,4.5,4,2.0,44.0
9922,16093496,104898001,Entire home/apt,Santa Maria Maior,19,4.5,4,2.0,60.0
10258,16475821,8693539,Entire home/apt,Misericórdia,19,4.5,6,2.0,79.0
2360,3216061,16284600,Entire home/apt,Misericórdia,20,4.5,5,2.0,79.0
2535,3524164,2463614,Entire home/apt,Santa Maria Maior,20,4.5,6,2.0,68.0
3041,4482005,1273563,Entire home/apt,São Vicente,20,4.5,4,2.0,109.0
3199,4807631,24485176,Entire home/apt,Campolide,20,4.5,5,2.0,52.0
3817,5942856,1756107,Entire home/apt,Estrela,20,4.5,4,2.0,89.0
3827,5956879,29509561,Entire home/apt,Santo António,20,4.5,5,2.0,104.0
7181,12539827,3539350,Entire home/apt,Misericórdia,20,4.5,6,2.0,87.0
7794,13370638,46790756,Entire home/apt,Ajuda,20,4.5,6,2.0,58.0
8062,13727124,51752800,Entire home/apt,Beato,20,4.5,4,2.0,46.0
8172,13839064,78465040,Entire home/apt,Arroios,20,4.5,3,2.0,56.0
8266,13934108,20158877,Entire home/apt,Santa Maria Maior,20,4.5,5,2.0,52.0
8356,14035960,84069941,Entire home/apt,Ajuda,20,4.5,6,2.0,112.0
8660,14365924,9484389,Entire home/apt,Olivais,20,4.5,5,2.0,98.0
9183,15081112,5620642,Entire home/apt,Misericórdia,20,4.5,5,2.0,79.0
9289,15235379,96853564,Entire home/apt,Arroios,20,4.5,4,2.0,109.0
9330,15313653,97554335,Entire home/apt,São Vicente,20,4.5,4,2.0,67.0
10174,16386235,55511500,Entire home/apt,São Vicente,20,4.5,6,2.0,138.0
10212,16435960,83774690,Entire home/apt,Misericórdia,20,4.5,6,2.0,104.0
59,120617,184400,Entire home/apt,Campo de Ourique,21,4.5,4,2.0,173.0
283,401831,126008,Entire home/apt,Arroios,21,4.5,4,2.0,80.0
505,624477,1626377,Entire home/apt,São Vicente,21,4.5,4,2.0,44.0
1958,2962792,8891753,Entire home/apt,Campo de Ourique,21,4.5,5,2.0,80.0
2663,3746271,18442418,Entire home/apt,Misericórdia,21,4.5,4,2.0,58.0
3014,4422964,15339444,Entire home/apt,Arroios,21,4.5,4,2.0,75.0
3079,4570198,604770,Entire home/apt,Marvila,21,4.5,3,2.0,58.0
3395,5241924,26881772,Entire home/apt,Marvila,21,4.5,4,2.0,52.0
4489,6937958,10392009,Entire home/apt,Santa Maria Maior,21,4.5,4,2.0,64.0
5593,9271197,391315,Entire home/apt,Santo António,21,4.5,4,2.0,98.0
6449,11411241,3953109,Entire home/apt,Santa Maria Maior,21,4.5,4,2.0,155.0
6633,11684581,42710773,Entire home/apt,Areeiro,21,4.5,5,2.0,58.0
6636,11688510,61830302,Entire home/apt,Santo António,21,4.5,4,2.0,80.0
7629,13171820,18158170,Entire home/apt,Santa Maria Maior,21,4.5,8,2.0,115.0
9128,15014050,94756345,Entire home/apt,Estrela,21,4.5,7,2.0,98.0
9198,15108550,88008793,Entire home/apt,Beato,21,4.5,5,2.0,61.0
9511,15522660,99688254,Entire home/apt,Santa Maria Maior,21,4.5,4,2.0,64.0
10271,16489613,69237683,Entire home/apt,Misericórdia,21,4.5,4,2.0,103.0
10569,16891996,112695633,Entire home/apt,Santa Maria Maior,21,4.5,5,2.0,58.0
154,216881,1119812,Entire home/apt,Alvalade,22,4.5,6,2.0,74.0
377,489804,277909,Entire home/apt,Arroios,22,4.5,4,2.0,69.0
427,536725,2636342,Entire home/apt,Misericórdia,22,4.5,5,2.0,80.0
1561,2150306,4529798,Entire home/apt,Misericórdia,22,4.5,5,2.0,46.0
5863,9948131,51124353,Entire home/apt,São Vicente,22,4.5,4,2.0,87.0
6478,11453953,30454252,Entire home/apt,Santo António,22,4.5,6,2.0,91.0
7293,12796823,15191207,Entire home/apt,Santo António,22,4.5,6,2.0,89.0
8020,13668424,2476571,Entire home/apt,Santa Maria Maior,22,4.5,8,2.0,93.0
8231,13898994,82364724,Entire home/apt,Santa Maria Maior,22,4.5,4,2.0,56.0
8371,14060249,8046399,Entire home/apt,Estrela,22,4.5,4,2.0,68.0
8494,14173810,9816110,Entire home/apt,Santa Maria Maior,22,4.5,4,2.0,35.0
8555,14247976,86714623,Entire home/apt,Arroios,22,4.5,5,2.0,80.0
9108,14978365,93269544,Entire home/apt,Campolide,22,4.5,6,2.0,88.0
10835,17237412,114233852,Entire home/apt,Santa Maria Maior,22,4.5,6,2.0,69.0
734,832125,520897,Entire home/apt,Santa Maria Maior,23,4.5,6,2.0,75.0
3582,5588844,8345132,Entire home/apt,Arroios,23,4.5,5,2.0,65.0
4496,6948829,2976200,Entire home/apt,Ajuda,23,4.5,3,2.0,64.0
5021,7895166,18432042,Entire home/apt,Santo António,23,4.5,4,2.0,87.0
6204,10818807,56017234,Entire home/apt,Santo António,23,4.5,6,2.0,127.0
7144,12467099,31281376,Entire home/apt,Areeiro,23,4.5,5,2.0,64.0
7262,12736339,1549585,Entire home/apt,Campo de Ourique,23,4.5,6,2.0,69.0
8278,13949614,34255375,Entire home/apt,Penha de França,23,4.5,2,2.0,50.0
8837,14599118,1277626,Entire home/apt,Misericórdia,23,4.5,6,2.0,68.0
1579,2198042,11212187,Entire home/apt,Santa Maria Maior,24,4.5,6,2.0,93.0
2099,3039972,14851217,Entire home/apt,Misericórdia,24,4.5,6,2.0,115.0
2997,4376808,22723850,Entire home/apt,Penha de França,24,4.5,5,2.0,58.0
